,Type,Price,Location,Baths,Area,Purpose,Beds,Creation date,Amenities
298,Commercial Plot,PKR2.1 Crore,"State Life Housing Society, Lahore, Punjab",-,4 Marla,For Sale,-,1 week ago,
299,Commercial Plot,PKR2.1 Crore,"State Life Housing Society, Lahore, Punjab",-,4 Marla,For Sale,-,1 week ago,
300,Commercial Plot,PKR1.5 Crore,"State Life Housing Society, Lahore, Punjab",-,8 Marla,For Sale,-,1 week ago,
301,Commercial Plot,PKR1.5 Crore,"State Life Housing Society, Lahore, Punjab",-,8 Marla,For Sale,-,1 week ago,
302,Commercial Plot,PKR65 Lakh,"State Life Housing Society, Lahore, Punjab",-,4 Marla,For Sale,-,1 week ago,
303,Residential Plot,PKR68.5 Lakh,"State Life Housing Society, Lahore, Punjab",-,10 Marla,For Sale,-,1 week ago,
304,Residential Plot,PKR42 Lakh,"State Life Housing Society, Lahore, Punjab",-,5 Marla,For Sale,-,1 week ago,
305,Residential Plot,PKR44 Lakh,"State Life Housing Society, Lahore, Punjab",-,5 Marla,For Sale,-,1 week ago,
306,Residential Plot,PKR43 Lakh,"State Life Housing Society, Lahore, Punjab",-,5 Marla,For Sale,-,1 week ago,
307,Residential Plot,PKR2.1 Crore,"State Life Housing Society, Lahore, Punjab",-,16 Marla,For Sale,-,1 week ago,
308,Residential Plot,PKR2.48 Crore,"State Life Housing Society, Lahore, Punjab",-,18 Marla,For Sale,-,1 week ago,
309,Residential Plot,PKR2.1 Crore,"State Life Housing Society, Lahore, Punjab",-,19 Marla,For Sale,-,1 week ago,
310,Residential Plot,PKR21 Lakh,"State Life Housing Society, Lahore, Punjab",-,3.5 Marla,For Sale,-,1 week ago,
311,Residential Plot,PKR42 Lakh,"State Life Housing Society, Lahore, Punjab",-,5 Marla,For Sale,-,1 week ago,
312,Residential Plot,PKR45 Lakh,"State Life Housing Society, Lahore, Punjab",-,5 Marla,For Sale,-,1 week ago,
313,Residential Plot,PKR80 Lakh,"State Life Housing Society, Lahore, Punjab",-,10 Marla,For Sale,-,1 week ago,
314,Residential Plot,PKR21 Lakh,"State Life Housing Society, Lahore, Punjab",-,3.5 Marla,For Sale,-,1 week ago,
315,Residential Plot,PKR42 Lakh,"State Life Housing Society, Lahore, Punjab",-,5 Marla,For Sale,-,1 week ago,
316,Residential Plot,PKR45 Lakh,"State Life Housing Society, Lahore, Punjab",-,5 Marla,For Sale,-,1 week ago,
317,Residential Plot,PKR2.3 Crore,"State Life Housing Society, Lahore, Punjab",-,15 Marla,For Sale,-,1 week ago,
318,Commercial Plot,PKR3.4 Crore,"State Life Housing Society, Lahore, Punjab",-,4 Marla,For Sale,-,1 week ago,
319,Residential Plot,PKR75 Lakh,"State Life Housing Society, Lahore, Punjab",-,10 Marla,For Sale,-,1 week ago,
320,Plot File,PKR31 Lakh,"State Life Housing Society, Lahore, Punjab",-,14 Marla,For Sale,-,1 week ago,
321,Residential Plot,PKR75 Lakh,"State Life Housing Society, Lahore, Punjab",-,10 Marla,For Sale,-,1 week ago,
322,Plot File,PKR19 Lakh,"State Life Housing Society, Lahore, Punjab",-,7 Marla,For Sale,-,1 week ago,
323,Plot File,PKR19 Lakh,"State Life Housing Society, Lahore, Punjab",-,7 Marla,For Sale,-,1 week ago,
324,Plot File,PKR31 Lakh,"State Life Housing Society, Lahore, Punjab",-,14 Marla,For Sale,-,1 week ago,
325,Residential Plot,PKR1.9 Crore,"State Life Housing Society, Lahore, Punjab",-,10 Marla,For Sale,-,1 week ago,
326,Residential Plot,PKR3.5 Crore,"State Life Housing Society, Lahore, Punjab",-,1.5 Kanal,For Sale,-,1 week ago,"Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Other Facilities"
327,Plot File,PKR20.5 Lakh,"State Life Housing Society, Lahore, Punjab",-,7 Marla,For Sale,-,1 week ago,
