,Type,Price,Location,Baths,Area,Purpose,Beds,Creation date,Amenities,advance,Monthly installment,Remaining installments
109,Residential Plot,PKR5 Crore,"Raiwind Road, Lahore, Punjab",-,2 Kanal,For Sale,-,3 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Security Staff",,,
110,Residential Plot,PKR1.26 Crore,"Raiwind Road, Lahore, Punjab",-,5 Marla,For Sale,-,4 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Security Staff",,,
111,Residential Plot,PKR86 Lakh,"Raiwind Road, Lahore, Punjab",-,10 Marla,For Sale,-,12 hours ago,,,,
112,Commercial Plot,PKR1.45 Crore,"Raiwind Road, Lahore, Punjab",-,2 Marla,For Sale,-,6 days ago,"Possesion,Disputed,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall",,,
113,Commercial Plot,PKR2.7 Crore,"Raiwind Road, Lahore, Punjab",-,4 Marla,For Sale,-,6 days ago,"Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff",,,
114,Residential Plot,PKR32 Lakh,"Raiwind Road, Lahore, Punjab",-,3 Marla,For Sale,-,8 hours ago,"Possesion,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall",,,
115,Plot File,PKR7.9 Lakh,"Raiwind Road, Lahore, Punjab",-,5 Marla,For Sale,-,2 days ago,,,,
116,Residential Plot,PKR3.2 Crore,"Raiwind Road, Lahore, Punjab",-,1 Kanal,For Sale,-,2 days ago,,,,
117,Residential Plot,PKR85 Lakh,"Raiwind Road, Lahore, Punjab",-,5 Marla,For Sale,-,2 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall",,,
118,Residential Plot,PKR42 Lakh,"Raiwind Road, Lahore, Punjab",-,3 Marla,For Sale,-,3 days ago,,,,
119,Residential Plot,PKR31 Lakh,"Raiwind Road, Lahore, Punjab",-,3 Marla,For Sale,-,3 days ago,,,,
120,Residential Plot,PKR37 Lakh,"Raiwind Road, Lahore, Punjab",-,3 Marla,For Sale,-,3 days ago,,,,
121,Residential Plot,PKR61 Lakh,"Raiwind Road, Lahore, Punjab",-,5 Marla,For Sale,-,3 days ago,,,,
122,Residential Plot,PKR39 Lakh,"Raiwind Road, Lahore, Punjab",-,3 Marla,For Sale,-,3 days ago,,,,
123,Residential Plot,PKR44 Lakh,"Raiwind Road, Lahore, Punjab",-,3 Marla,For Sale,-,2 days ago,,,,
124,Residential Plot,PKR45 Lakh,"Raiwind Road, Lahore, Punjab",-,3 Marla,For Sale,-,2 days ago,,,,
125,Residential Plot,PKR60 Lakh,"Raiwind Road, Lahore, Punjab",-,5 Marla,For Sale,-,2 days ago,,,,
126,Residential Plot,PKR40 Lakh,"Raiwind Road, Lahore, Punjab",-,3 Marla,For Sale,-,2 days ago,,,,
