,Type,Price,Location,Baths,Area,Purpose,Beds,Creation date,Amenities,advance,Monthly installment,Remaining installments
157,Residential Plot,PKR2.55 Crore,"OPF Housing Scheme, Lahore, Punjab",-,1 Kanal,For Sale,-,3 weeks ago,"Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places",,,
158,Residential Plot,PKR1.6 Crore,"OPF Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,3 weeks ago,"Sewerage,Electricity,Water Supply,Sui Gas,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places",,,
159,Residential Plot,PKR2.6 Crore,"OPF Housing Scheme, Lahore, Punjab",-,1 Kanal,For Sale,-,3 weeks ago,,,,
160,Residential Plot,PKR3.25 Crore,"OPF Housing Scheme, Lahore, Punjab",-,1 Kanal,For Sale,-,3 weeks ago,,,,
161,Residential Plot,PKR4.25 Crore,"OPF Housing Scheme, Lahore, Punjab",-,1.5 Kanal,For Sale,-,4 weeks ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply",,,
162,Residential Plot,PKR2.75 Crore,"OPF Housing Scheme, Lahore, Punjab",-,1 Kanal,For Sale,-,4 weeks ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply",,,
163,Residential Plot,PKR3 Crore,"OPF Housing Scheme, Lahore, Punjab",-,1 Kanal,For Sale,-,4 weeks ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply",,,
164,Residential Plot,PKR3.5 Crore,"OPF Housing Scheme, Lahore, Punjab",-,1 Kanal,For Sale,-,4 weeks ago,,,,
165,Residential Plot,PKR3.5 Crore,"OPF Housing Scheme, Lahore, Punjab",-,1.6 Kanal,For Sale,-,4 weeks ago,,,,
166,Residential Plot,PKR1.4 Crore,"OPF Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,7 months ago,"Possesion,Electricity,Water Supply,Sui Gas",,,
167,Residential Plot,PKR1.4 Crore,"OPF Housing Scheme, Lahore, Punjab",-,10 Marla,For Sale,-,8 months ago,,,,
