,Type,Price,Location,Baths,Area,Purpose,Beds,Creation date,Amenities
150,Residential Plot,PKR6 Crore,"Paragon City, Lahore, Punjab",-,2 Kanal,For Sale,-,6 days ago,"Possesion,Balloted,Sewerage,Electricity,Water Supply,Sui Gas,Security Staff"
151,Residential Plot,PKR1.08 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,1 week ago,"Balloted,Sewerage,Electricity,Water Supply,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff,Other Facilities"
152,Residential Plot,PKR1.25 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,1 week ago,
153,Residential Plot,PKR1.3 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,1 week ago,
154,Residential Plot,PKR80 Lakh,"Paragon City, Lahore, Punjab",-,5 Marla,For Sale,-,1 week ago,
155,Residential Plot,PKR75 Lakh,"Paragon City, Lahore, Punjab",-,5 Marla,For Sale,-,1 week ago,"Balloted,Sewerage,Electricity,Water Supply,Boundary Wall,Nearby Schools,Nearby Hospitals,Nearby Shopping Malls,Nearby Restaurants,Distance From Airport (kms),Nearby Public Transport Service,Other Nearby Places,Security Staff,Other Facilities"
156,Residential Plot,PKR1.85 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,1 week ago,
157,Residential Plot,PKR80 Lakh,"Paragon City, Lahore, Punjab",-,4 Marla,For Sale,-,1 week ago,
158,Residential Plot,PKR70 Lakh,"Paragon City, Lahore, Punjab",-,5 Marla,For Sale,-,1 week ago,
159,Residential Plot,PKR1.2 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,8 hours ago,
160,Residential Plot,PKR1.1 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,8 hours ago,
161,Residential Plot,PKR70 Lakh,"Paragon City, Lahore, Punjab",-,5 Marla,For Sale,-,1 week ago,
162,Residential Plot,PKR75 Lakh,"Paragon City, Lahore, Punjab",-,5 Marla,For Sale,-,8 hours ago,
163,Residential Plot,PKR80 Lakh,"Paragon City, Lahore, Punjab",-,5 Marla,For Sale,-,1 week ago,
164,Residential Plot,PKR65 Lakh,"Paragon City, Lahore, Punjab",-,5 Marla,For Sale,-,8 hours ago,
165,Residential Plot,PKR85 Lakh,"Paragon City, Lahore, Punjab",-,5 Marla,For Sale,-,1 week ago,
166,Residential Plot,PKR1 Crore,"Paragon City, Lahore, Punjab",-,4.2 Marla,For Sale,-,8 hours ago,
167,Residential Plot,PKR1.75 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,1 week ago,
168,Residential Plot,PKR1.7 Crore,"Paragon City, Lahore, Punjab",-,10 Marla,For Sale,-,8 hours ago,
169,Residential Plot,PKR3.5 Crore,"Paragon City, Lahore, Punjab",-,1 Kanal,For Sale,-,1 week ago,
